date,precip,pet,q_obs
1980-03-05,3.41,0.18,0.22899999999999762
1980-03-06,2.24,0.1,0.2859999999999988
1980-03-07,0.52,0.17,0.37099999999999866
1980-03-08,17.49,0.42,4.570999999999998
1980-03-09,3.41,0.23,3.7139999999999977
1980-03-10,0.04,0.22,2.5709999999999993
1980-03-11,2.04,0.15,1.7139999999999993
1980-03-12,0.17,0.0,1.3139999999999983
1980-03-13,1.72,0.0,1.1999999999999997
1980-03-14,22.14,0.02,1.1139999999999997
1980-03-15,0.71,0.0,1.1429999999999987
1980-03-16,0.0,0.0,1.2859999999999996
1980-03-17,0.65,0.35,4.199999999999998
1980-03-18,17.37,0.4,12.828999999999999
1980-03-19,0.01,0.18,5.3709999999999996
1980-03-20,0.0,0.46,5.599999999999997
1980-03-21,27.52,0.57,15.057
1980-03-22,25.44,0.34,18.914
1980-03-23,0.17,0.27,8.256999999999996
1980-03-24,0.18,0.3,6.685999999999998
1980-03-25,9.83,0.31,6.3999999999999995
1980-03-26,0.73,0.25,4.428999999999999
1980-03-27,0.0,0.3,3.8859999999999975
1980-03-28,0.03,0.43,3.7139999999999977
1980-03-29,8.21,0.42,5.142999999999998
1980-03-30,2.76,0.43,5.399999999999999
1980-03-31,1.94,0.37,5.056999999999999
1980-04-01,2.65,0.6,4.256999999999996
1980-04-02,0.19,0.68,3.657
1980-04-03,0.67,0.66,3.1429999999999967
1980-04-04,7.8,0.9,4.199999999999998
1980-04-05,1.66,0.61,3.9429999999999987
1980-04-06,0.0,0.69,3.3709999999999973
1980-04-07,0.0,0.86,2.999999999999999
1980-04-08,0.36,0.86,2.713999999999997
1980-04-09,13.06,1.01,4.514
1980-04-10,11.83,1.13,6.570999999999998
1980-04-11,0.0,0.88,5.086000000000001
1980-04-12,2.45,0.94,4.228999999999997
1980-04-13,1.59,0.89,3.8859999999999975
1980-04-14,11.52,0.56,3.3999999999999964
1980-04-15,7.42,1.0,5.343
1980-04-16,1.09,0.43,4.171
1980-04-17,0.0,0.23,3.5429999999999975
1980-04-18,0.0,0.53,3.085999999999999
1980-04-19,0.0,0.8,2.628999999999997
1980-04-20,0.11,1.18,2.2859999999999974
1980-04-21,0.02,1.01,1.9999999999999982
1980-04-22,0.0,0.64,1.7139999999999993
1980-04-23,0.0,0.68,1.5429999999999995
1980-04-24,0.01,1.04,1.3999999999999986
1980-04-25,0.98,1.17,1.3429999999999973
1980-04-26,0.36,0.99,1.2289999999999985
1980-04-27,1.48,0.87,1.1999999999999997
1980-04-28,25.77,0.87,2.3429999999999978
1980-04-29,17.89,0.86,4.028999999999999
1980-04-30,0.24,1.09,3.229
1980-05-01,0.01,1.81,2.913999999999999
1980-05-02,0.38,1.77,2.599999999999998
1980-05-03,0.0,1.97,2.199999999999997
1980-05-04,0.0,1.64,1.8859999999999995
1980-05-05,0.1,1.89,1.6859999999999973
1980-05-06,1.03,2.26,1.5999999999999972
1980-05-07,2.64,1.8,1.5429999999999995
1980-05-08,0.26,1.31,1.3139999999999983
1980-05-09,0.03,1.01,1.1709999999999972
1980-05-10,0.0,1.16,1.0859999999999974
1980-05-11,0.91,1.54,1.0289999999999997
1980-05-12,2.71,1.99,0.9709999999999985
1980-05-13,5.72,1.97,1.1429999999999987
1980-05-14,7.41,1.74,1.5999999999999972
1980-05-15,0.0,1.24,1.1429999999999987
1980-05-16,0.0,1.4,1.0289999999999997
1980-05-17,0.0,1.74,0.9429999999999997
1980-05-18,4.03,1.68,1.0289999999999997
1980-05-19,1.5,2.15,1.1429999999999987
1980-05-20,0.05,2.04,0.9709999999999985
1980-05-21,2.02,1.91,0.9429999999999997
1980-05-22,0.0,2.22,0.9139999999999974
1980-05-23,0.0,2.49,0.7999999999999986
1980-05-24,0.0,2.73,0.7139999999999986
1980-05-25,0.0,2.34,0.6569999999999975
1980-05-26,0.0,1.42,0.5709999999999975
1980-05-27,0.0,1.46,0.5139999999999998
1980-05-28,0.0,1.52,0.4569999999999987
1980-05-29,0.0,1.73,0.42899999999999994
1980-05-30,0.0,2.15,0.37099999999999866
1980-05-31,1.35,2.4,0.3429999999999999
1980-06-01,4.88,2.92,0.3429999999999999
1980-06-02,1.57,3.1,0.31399999999999756
1980-06-03,3.84,3.11,0.31399999999999756
1980-06-04,0.82,2.48,0.2859999999999988
1980-06-05,0.25,2.19,0.24899999999999925
1980-06-06,7.15,2.32,0.2199999999999969
1980-06-07,7.46,2.5,0.7999999999999986
1980-06-08,5.71,2.79,0.48599999999999755
1980-06-09,5.91,1.38,0.3999999999999975
1980-06-10,4.13,1.58,0.4569999999999987
1980-06-11,0.37,1.53,0.3429999999999999
1980-06-12,0.07,1.75,0.2859999999999988
1980-06-13,0.0,2.42,0.25399999999999967
1980-06-14,0.0,2.65,0.2199999999999969
1980-06-15,5.14,2.86,0.2139999999999999
1980-06-16,9.83,2.43,0.3429999999999999
1980-06-17,0.0,2.13,0.22899999999999762
1980-06-18,1.85,2.37,0.19099999999999803
1980-06-19,2.18,2.78,0.17699999999999688
1980-06-20,7.91,2.31,0.22899999999999762
1980-06-21,1.77,2.31,0.31399999999999756
1980-06-22,0.68,2.76,0.2569999999999999
1980-06-23,0.0,3.12,0.2169999999999966
1980-06-24,0.0,3.37,0.19699999999999854
1980-06-25,0.5,3.55,0.17399999999999663
1980-06-26,0.02,3.47,0.16599999999999948
1980-06-27,0.02,3.41,0.16599999999999948
1980-06-28,1.75,2.45,0.15999999999999903
1980-06-29,25.69,2.89,0.4569999999999987
1980-06-30,26.3,3.02,1.8289999999999982
1980-07-01,0.9,3.16,0.9139999999999974
1980-07-02,1.21,3.43,0.6859999999999998
1980-07-03,0.37,3.48,0.5999999999999999
1980-07-04,4.89,3.35,0.5139999999999998
1980-07-05,1.51,3.38,0.5999999999999999
1980-07-06,14.21,2.91,1.1139999999999997
1980-07-07,0.6,2.83,0.6859999999999998
1980-07-08,7.79,3.31,0.5999999999999999
1980-07-09,0.06,3.47,0.5429999999999987
1980-07-10,0.05,3.69,0.48599999999999755
1980-07-11,1.0,3.67,0.42899999999999994
1980-07-12,1.76,3.09,0.4569999999999987
1980-07-13,0.0,2.84,0.3429999999999999
1980-07-14,0.14,3.34,0.31399999999999756
1980-07-15,0.0,3.67,0.2829999999999985
1980-07-16,0.26,4.25,0.27399999999999775
1980-07-17,0.77,4.11,0.25399999999999967
1980-07-18,0.12,3.61,0.22599999999999737
1980-07-19,0.0,3.77,0.19999999999999876
1980-07-20,0.11,4.29,0.18899999999999786
1980-07-21,0.87,4.47,0.18299999999999736
1980-07-22,17.27,3.85,0.23099999999999782
1980-07-23,2.5,3.43,0.4569999999999987
1980-07-24,0.1,3.24,0.24299999999999877
1980-07-25,0.0,3.34,0.18299999999999736
1980-07-26,0.0,3.57,0.15699999999999878
1980-07-27,0.0,3.94,0.13999999999999738
1980-07-28,0.1,3.6,0.1229999999999995
1980-07-29,10.87,3.43,0.17399999999999663
1980-07-30,3.28,3.49,0.2859999999999988
1980-07-31,0.03,3.52,0.2139999999999999
1980-08-01,7.18,3.33,0.16899999999999976
1980-08-02,6.5,3.47,0.20299999999999901
1980-08-03,10.59,3.46,0.37099999999999866
1980-08-04,3.65,3.43,0.2629999999999969
1980-08-05,0.95,3.56,0.19699999999999854
1980-08-06,0.95,3.56,0.17399999999999663
1980-08-07,0.0,3.32,0.14599999999999788
1980-08-08,0.02,3.62,0.12599999999999975
1980-08-09,0.0,3.53,0.10899999999999835
1980-08-10,0.08,2.92,0.09399999999999714
1980-08-11,2.59,3.09,0.10599999999999811
1980-08-12,3.19,3.26,0.11699999999999901
1980-08-13,0.22,2.91,0.11099999999999853
1980-08-14,4.39,2.83,0.10599999999999811
1980-08-15,14.8,3.15,0.5709999999999975
1980-08-16,0.08,2.51,0.31399999999999756
1980-08-17,0.14,2.59,0.21099999999999963
1980-08-18,0.63,2.87,0.15999999999999903
1980-08-19,0.15,2.98,0.13699999999999712
1980-08-20,0.05,3.1,0.12599999999999975
1980-08-21,0.11,2.7,0.11399999999999877
1980-08-22,0.1,2.74,0.10299999999999787
1980-08-23,0.02,2.99,0.10299999999999787
1980-08-24,0.0,3.11,0.08899999999999672
1980-08-25,0.0,3.26,0.07999999999999952
1980-08-26,0.0,3.34,0.07399999999999901
1980-08-27,0.02,3.5,0.07099999999999877
1980-08-28,0.0,3.4,0.07099999999999877
1980-08-29,0.32,3.27,0.07099999999999877
1980-08-30,6.75,3.49,0.3429999999999999
1980-08-31,15.24,3.48,0.5429999999999987
1980-09-01,2.9,2.32,0.24899999999999925
1980-09-02,16.88,2.43,0.20299999999999901
1980-09-03,4.7,2.03,0.24899999999999925
1980-09-04,0.0,1.92,0.17399999999999663
1980-09-05,5.62,2.14,0.24899999999999925
1980-09-06,8.57,2.05,0.7429999999999974
1980-09-07,0.26,1.75,0.37099999999999866
1980-09-08,0.0,1.61,0.2629999999999969
1980-09-09,0.0,1.59,0.2139999999999999
1980-09-10,5.25,1.68,0.19399999999999828
1980-09-11,0.0,1.5,0.17399999999999663
1980-09-12,0.0,1.74,0.15699999999999878
1980-09-13,0.0,1.87,0.1339999999999969
1980-09-14,2.68,2.09,0.1339999999999969
1980-09-15,0.86,1.68,0.1489999999999981
1980-09-16,0.2,1.39,0.1339999999999969
1980-09-17,2.75,1.68,0.1339999999999969
1980-09-18,9.18,1.71,0.27399999999999775
1980-09-19,0.02,1.4,0.18299999999999736
1980-09-20,0.11,1.81,0.1489999999999981
1980-09-21,0.08,2.27,0.11999999999999926
1980-09-22,3.42,2.38,0.11399999999999877
1980-09-23,0.53,2.04,0.10299999999999787
1980-09-24,0.0,1.24,0.09699999999999738
1980-09-25,1.52,1.36,0.08899999999999672
1980-09-26,14.86,1.47,0.31399999999999756
1980-09-27,0.16,0.86,0.20299999999999901
1980-09-28,0.0,1.15,0.1489999999999981
1980-09-29,0.0,1.2,0.12599999999999975
1980-09-30,0.0,1.63,0.11399999999999877
1980-10-01,0.0,1.08,0.0909999999999969
1980-10-02,5.11,1.05,0.10299999999999787
1980-10-03,1.72,0.87,0.1489999999999981
1980-10-04,1.35,0.78,0.11999999999999926
1980-10-05,0.0,0.61,0.10899999999999835
1980-10-06,0.0,0.64,0.09999999999999763
1980-10-07,0.29,0.66,0.086
1980-10-08,0.02,0.81,0.07999999999999952
1980-10-09,0.0,0.74,0.07399999999999901
1980-10-10,0.0,0.49,0.07099999999999877
1980-10-11,5.34,0.89,0.07399999999999901
1980-10-12,2.45,0.61,0.09999999999999763
1980-10-13,3.05,0.39,0.14299999999999763
1980-10-14,0.05,0.32,0.1339999999999969
1980-10-15,0.06,0.47,0.11999999999999926
1980-10-16,0.0,0.86,0.11399999999999877
1980-10-17,0.0,1.12,0.10899999999999835
1980-10-18,7.48,1.08,0.14299999999999763
1980-10-19,2.65,0.84,0.37099999999999866
1980-10-20,1.42,0.52,0.31399999999999756
1980-10-21,1.69,0.51,0.27399999999999775
1980-10-22,0.44,0.46,0.2509999999999994
1980-10-23,0.0,0.29,0.23999999999999852
1980-10-24,0.0,0.2,0.22899999999999762
1980-10-25,36.43,0.56,0.42899999999999994
1980-10-26,20.1,0.43,2.2859999999999974
1980-10-27,1.16,0.32,1.2859999999999996
1980-10-28,2.72,0.38,0.9429999999999997
1980-10-29,0.03,0.29,0.7709999999999998
1980-10-30,0.04,0.32,0.6569999999999975
1980-10-31,0.0,0.43,0.5709999999999975
1980-11-01,1.1,0.24,0.5139999999999998
1980-11-02,0.35,0.16,0.48599999999999755
1980-11-03,0.0,0.16,0.42899999999999994
1980-11-04,0.36,0.36,0.3999999999999975
1980-11-05,0.11,0.32,0.3999999999999975
1980-11-06,0.03,0.17,0.37099999999999866
1980-11-07,1.15,0.37,0.3429999999999999
1980-11-08,1.94,0.37,0.37099999999999866
1980-11-09,10.73,0.21,0.5139999999999998
1980-11-10,3.05,0.24,0.8289999999999975
1980-11-11,4.75,0.0,0.7139999999999986
1980-11-12,0.14,0.01,0.6569999999999975
1980-11-13,0.0,0.13,0.6289999999999986
1980-11-14,0.0,0.32,0.7429999999999974
1980-11-15,0.0,0.12,0.7139999999999986
1980-11-16,0.07,0.03,0.6569999999999975
1980-11-17,0.97,0.0,0.5999999999999999
1980-11-18,28.45,0.01,0.7429999999999974
1980-11-19,0.01,0.0,0.7429999999999974
1980-11-20,0.0,0.0,0.6569999999999975
1980-11-21,0.12,0.03,0.5999999999999999
1980-11-22,0.1,0.13,0.6859999999999998
1980-11-23,0.14,0.17,0.6289999999999986
1980-11-24,20.5,0.23,2.713999999999997
1980-11-25,6.27,0.23,3.657
1980-11-26,0.39,0.05,2.4859999999999993
1980-11-27,0.35,0.07,1.856999999999997
1980-11-28,4.14,0.15,2.1429999999999993
1980-11-29,0.09,0.13,2.0569999999999995
1980-11-30,0.04,0.12,1.5709999999999982
1980-12-01,0.0,0.17,1.3999999999999986
1980-12-02,1.4,0.22,1.3999999999999986
1980-12-03,7.45,0.03,1.9139999999999981
1980-12-04,0.01,0.0,1.3709999999999996
1980-12-05,0.0,0.0,1.3139999999999983
1980-12-06,0.0,0.0,1.2859999999999996
1980-12-07,0.21,0.13,1.5429999999999995
1980-12-08,3.54,0.26,1.6859999999999973
1980-12-09,1.21,0.2,1.9429999999999972
1980-12-10,4.01,0.09,1.770999999999997
1980-12-11,1.35,0.0,1.3139999999999983
1980-12-12,0.54,0.0,1.1709999999999972
1980-12-13,1.19,0.08,1.5429999999999995
1980-12-14,0.09,0.0,1.4289999999999972
1980-12-15,2.62,0.0,1.3709999999999996
1980-12-16,7.55,0.0,1.2569999999999972
1980-12-17,1.18,0.0,1.1429999999999987
1980-12-18,0.25,0.0,1.0859999999999974
1980-12-19,2.84,0.0,0.9999999999999972
1980-12-20,0.0,0.0,0.9139999999999974
1980-12-21,0.0,0.0,0.8569999999999997
1980-12-22,0.0,0.0,0.7709999999999998
1980-12-23,0.21,0.0,0.7139999999999986
1980-12-24,3.53,0.04,0.6859999999999998
1980-12-25,0.65,0.0,0.6289999999999986
1980-12-26,0.0,0.0,0.5709999999999975
1980-12-27,0.0,0.0,0.5429999999999987
1980-12-28,0.76,0.0,0.5139999999999998
1980-12-29,0.0,0.18,0.48599999999999755
1980-12-30,0.0,0.05,0.4569999999999987
1980-12-31,0.0,0.0,0.42899999999999994
1981-01-01,0.35,0.0,0.3999999999999975
1981-01-02,2.23,0.0,0.37099999999999866
1981-01-03,0.48,0.0,0.37099999999999866
1981-01-04,0.7,0.0,0.3429999999999999
1981-01-05,0.0,0.0,0.3429999999999999
1981-01-06,0.0,0.0,0.31399999999999756
1981-01-07,9.21,0.0,0.31399999999999756
1981-01-08,0.16,0.0,0.2859999999999988
1981-01-09,0.0,0.0,0.2799999999999983
1981-01-10,0.18,0.0,0.26899999999999735
1981-01-11,0.03,0.0,0.2509999999999994
1981-01-12,0.0,0.0,0.245999999999999
1981-01-13,0.0,0.0,0.23999999999999852
1981-01-14,0.1,0.0,0.23399999999999802
1981-01-15,0.33,0.0,0.22899999999999762
1981-01-16,0.94,0.0,0.22299999999999714
1981-01-17,2.52,0.0,0.2169999999999966
1981-01-18,0.32,0.0,0.21099999999999963
1981-01-19,0.08,0.0,0.20599999999999924
1981-01-20,0.0,0.0,0.19999999999999876
1981-01-21,0.01,0.0,0.19999999999999876
1981-01-22,0.52,0.0,0.19399999999999828
1981-01-23,0.49,0.0,0.19399999999999828
1981-01-24,0.22,0.0,0.18899999999999786
1981-01-25,0.0,0.0,0.18899999999999786
1981-01-26,0.0,0.13,0.18899999999999786
1981-01-27,0.02,0.13,0.18299999999999736
1981-01-28,0.0,0.06,0.18299999999999736
1981-01-29,0.58,0.0,0.17699999999999688
1981-01-30,0.07,0.0,0.17699999999999688
1981-01-31,0.0,0.0,0.1709999999999999
1981-02-01,1.76,0.0,0.1709999999999999
1981-02-02,50.3,0.21,11.429
1981-02-03,0.31,0.0,7.142999999999996
1981-02-04,3.48,0.0,5.142999999999998
1981-02-05,0.41,0.0,4.0
1981-02-06,0.0,0.0,3.4289999999999994
1981-02-07,1.2,0.0,2.8569999999999975
1981-02-08,7.97,0.08,2.4569999999999967
1981-02-09,5.11,0.0,2.170999999999998
1981-02-10,0.0,0.0,2.8569999999999975
1981-02-11,29.12,0.29,25.714
1981-02-12,5.85,0.0,5.7139999999999995
1981-02-13,0.0,0.0,2.5709999999999993
1981-02-14,0.0,0.0,1.9999999999999982
1981-02-15,0.06,0.0,1.656999999999998
1981-02-16,0.0,0.15,1.4859999999999984
1981-02-17,0.6,0.3,1.3709999999999996
1981-02-18,0.0,0.37,1.2859999999999996
1981-02-19,0.0,0.42,1.1999999999999997
1981-02-20,16.34,0.45,20.0
1981-02-21,3.18,0.43,11.429
1981-02-22,1.01,0.41,7.713999999999997
1981-02-23,2.19,0.33,6.570999999999998
1981-02-24,8.89,0.33,5.142999999999998
1981-02-25,2.13,0.17,4.285999999999999
1981-02-26,2.57,0.15,3.4289999999999994
1981-02-27,0.01,0.12,2.8569999999999975
1981-02-28,0.06,0.18,2.513999999999998
1981-03-01,1.23,0.3,2.2859999999999974
1981-03-02,0.49,0.2,1.9429999999999972
1981-03-03,0.84,0.0,1.770999999999997
1981-03-04,0.36,0.0,1.656999999999998
1981-03-05,0.43,0.11,1.5429999999999995
1981-03-06,0.51,0.0,1.4289999999999972
1981-03-07,2.18,0.07,1.3139999999999983
1981-03-08,0.45,0.18,1.2569999999999972
1981-03-09,0.81,0.18,1.1999999999999997
1981-03-10,0.08,0.19,1.1709999999999972
1981-03-11,0.01,0.18,1.1429999999999987
1981-03-12,0.59,0.11,1.1139999999999997
1981-03-13,2.53,0.28,1.0859999999999974
1981-03-14,0.17,0.0,1.0569999999999984
1981-03-15,0.16,0.14,1.0289999999999997
1981-03-16,0.23,0.25,1.0289999999999997
1981-03-17,0.05,0.0,0.8569999999999997
1981-03-18,0.22,0.0,0.8289999999999975
1981-03-19,1.22,0.0,0.9139999999999974
1981-03-20,0.0,0.0,0.9999999999999972
1981-03-21,0.02,0.0,1.0859999999999974
1981-03-22,0.0,0.19,1.1139999999999997
1981-03-23,0.0,0.27,1.0859999999999974
1981-03-24,0.0,0.27,0.9429999999999997
1981-03-25,0.25,0.25,0.7999999999999986
1981-03-26,0.02,0.31,0.7139999999999986
1981-03-27,2.47,0.37,0.7999999999999986
1981-03-28,0.02,0.36,0.7999999999999986
1981-03-29,0.0,0.71,0.7999999999999986
1981-03-30,4.8,0.79,0.9999999999999972
1981-03-31,2.24,0.66,1.3999999999999986
1981-04-01,0.95,1.08,1.7999999999999994
1981-04-02,14.92,0.83,3.342999999999999
1981-04-03,0.0,0.97,2.8289999999999993
1981-04-04,0.09,1.52,2.628999999999997
1981-04-05,3.12,1.39,2.913999999999999
1981-04-06,4.36,0.48,2.628999999999997
1981-04-07,0.0,0.5,2.228999999999999
1981-04-08,0.0,1.01,2.028999999999997
1981-04-09,5.72,1.21,2.085999999999998
1981-04-10,0.6,0.91,1.9999999999999982
1981-04-11,0.41,1.19,1.770999999999997
1981-04-12,0.12,1.05,1.6289999999999996
1981-04-13,0.88,0.71,1.4289999999999972
1981-04-14,10.37,0.59,1.7139999999999993
1981-04-15,0.51,0.23,1.5999999999999972
1981-04-16,0.0,0.43,1.4289999999999972
1981-04-17,2.75,0.85,1.4859999999999984
1981-04-18,1.21,1.28,1.4289999999999972
1981-04-19,0.0,0.67,1.2569999999999972
1981-04-20,0.39,0.55,1.1999999999999997
1981-04-21,0.02,0.12,1.1139999999999997
1981-04-22,0.05,0.34,1.0569999999999984
1981-04-23,6.94,0.7,1.1999999999999997
1981-04-24,8.09,1.12,1.5999999999999972
1981-04-25,2.26,0.57,1.3999999999999986
1981-04-26,0.32,0.67,1.2859999999999996
1981-04-27,0.06,0.82,1.2289999999999985
1981-04-28,0.38,0.88,1.1999999999999997
1981-04-29,17.29,1.29,3.485999999999997
1981-04-30,6.85,0.99,4.485999999999997
1981-05-01,0.08,1.43,3.7429999999999968
1981-05-02,0.35,1.21,3.1429999999999967
1981-05-03,0.0,1.34,2.599999999999998
1981-05-04,0.0,1.62,2.199999999999997
1981-05-05,0.0,1.87,1.9429999999999972
1981-05-06,0.89,1.76,1.770999999999997
1981-05-07,0.03,0.97,1.5429999999999995
1981-05-08,0.0,1.27,1.3429999999999973
1981-05-09,0.01,1.4,1.1999999999999997
1981-05-10,0.96,1.78,1.0859999999999974
1981-05-11,27.9,1.98,1.7999999999999994
1981-05-12,33.49,1.98,9.799999999999999
1981-05-13,3.38,1.28,7.1709999999999985
1981-05-14,0.54,1.52,4.943
1981-05-15,9.93,2.12,4.628999999999999
1981-05-16,16.23,1.81,6.313999999999999
1981-05-17,0.46,1.24,4.313999999999997
1981-05-18,0.0,0.86,3.513999999999999
1981-05-19,0.0,1.12,2.913999999999999
1981-05-20,0.0,1.46,2.428999999999998
1981-05-21,0.0,1.84,2.0569999999999995
1981-05-22,0.0,2.07,1.7429999999999986
1981-05-23,0.0,1.9,1.4859999999999984
1981-05-24,0.0,2.02,1.2859999999999996
1981-05-25,1.31,2.46,1.1429999999999987
1981-05-26,0.68,2.6,1.0859999999999974
1981-05-27,1.59,2.62,0.9999999999999972
1981-05-28,0.65,2.45,0.8859999999999987
1981-05-29,9.01,2.14,0.8569999999999997
1981-05-30,5.81,2.42,0.7709999999999998
1981-05-31,7.21,2.26,0.8289999999999975
1981-06-01,0.11,2.16,0.6569999999999975
1981-06-02,1.72,2.23,0.5999999999999999
1981-06-03,2.91,2.51,0.5709999999999975
1981-06-04,4.19,3.05,0.6569999999999975
1981-06-05,0.01,3.04,0.5139999999999998
1981-06-06,3.13,3.14,0.5429999999999987
1981-06-07,0.19,2.59,0.4569999999999987
1981-06-08,0.28,2.37,0.3999999999999975
1981-06-09,7.75,2.93,0.3999999999999975
1981-06-10,1.4,2.49,0.3429999999999999
1981-06-11,0.66,2.58,0.31399999999999756
1981-06-12,2.46,2.74,0.2859999999999988
1981-06-13,8.97,2.87,0.3999999999999975
1981-06-14,12.75,2.9,0.6289999999999986
1981-06-15,7.26,3.36,0.6289999999999986
1981-06-16,1.81,3.91,0.5139999999999998
1981-06-17,2.63,3.44,0.3999999999999975
1981-06-18,0.07,2.82,0.3429999999999999
1981-06-19,0.01,3.22,0.2859999999999988
1981-06-20,3.92,3.23,0.27399999999999775
1981-06-21,11.95,2.9,0.6289999999999986
1981-06-22,12.21,3.28,0.9429999999999997
1981-06-23,0.9,2.55,0.8859999999999987
1981-06-24,0.0,2.65,0.6289999999999986
1981-06-25,4.11,3.21,0.6289999999999986
1981-06-26,2.73,2.48,0.5999999999999999
1981-06-27,0.06,2.42,0.5139999999999998
1981-06-28,0.0,2.86,0.42899999999999994
1981-06-29,0.0,3.05,0.3429999999999999
1981-06-30,0.0,3.29,0.3429999999999999
1981-07-01,0.39,3.38,0.31399999999999756
1981-07-02,6.52,3.13,0.31399999999999756
1981-07-03,1.34,3.28,0.31399999999999756
1981-07-04,7.63,3.28,0.31399999999999756
1981-07-05,11.27,3.39,0.5999999999999999
1981-07-06,4.16,3.55,0.3999999999999975
1981-07-07,0.0,3.85,0.31399999999999756
1981-07-08,0.04,4.06,0.2629999999999969
1981-07-09,0.28,4.19,0.22599999999999737
1981-07-10,2.29,4.09,0.22599999999999737
1981-07-11,0.0,3.65,0.19399999999999828
1981-07-12,0.0,3.76,0.17399999999999663
1981-07-13,0.29,3.83,0.16599999999999948
1981-07-14,0.15,3.45,0.16599999999999948
1981-07-15,0.14,3.06,0.15699999999999878
1981-07-16,0.0,3.21,0.1489999999999981
1981-07-17,0.0,3.35,0.1339999999999969
1981-07-18,0.0,3.65,0.12599999999999975
1981-07-19,0.05,3.68,0.11999999999999926
1981-07-20,21.04,3.65,0.48599999999999755
1981-07-21,21.85,3.52,0.7999999999999986
1981-07-22,1.1,3.28,0.42899999999999994
1981-07-23,0.0,2.68,0.27399999999999775
1981-07-24,0.02,3.03,0.22599999999999737
1981-07-25,0.08,3.22,0.20299999999999901
1981-07-26,1.22,3.38,0.20599999999999924
1981-07-27,10.22,3.29,0.5999999999999999
1981-07-28,0.81,2.77,0.3429999999999999
1981-07-29,5.75,3.14,0.4569999999999987
1981-07-30,0.0,2.79,0.37099999999999866
1981-07-31,0.0,3.32,0.2829999999999985
1981-08-01,0.0,3.17,0.24299999999999877
1981-08-02,0.0,3.25,0.2199999999999969
1981-08-03,2.11,3.24,0.2169999999999966
1981-08-04,0.12,3.2,0.2169999999999966
1981-08-05,6.38,3.16,0.22599999999999737
1981-08-06,0.04,3.04,0.22899999999999762
1981-08-07,0.18,2.84,0.18899999999999786
1981-08-08,6.4,2.82,0.245999999999999
1981-08-09,0.35,3.11,0.23399999999999802
